ID2;id;Barrio;barrio;comuna;Id_Arbol;grupo;nombre_comun;nombre_cientifico;union;familia;vegetacion;edad;perimetro;cobertura;confinamiento;emplazamiento;pb;pap;DAP;DAP2;papdel;papgrueso;altura_fuste;altura_arbol;diferencia;diametro_copa;inclinacion;orientacion;otra_orientacion;fuste;tallos;raiz;raiz_expuesta;copa;densidad_copa;vitalidad;Norte;Este
2337;0101G31266972;101;Terron Colorado;1;266972;G31 ;Nacedero, Madre de agua;Trichanthera gigantea;Trichanthera gigantea (Nacedero, Madre de agua);Acanthaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Parque Urbano                      ;1.06;0;0.05;0.05;0.1;0.19;3;4.2;1.2;3.5;0;Ninguna;N/A;Fuste Polifurcado;5;Subterranea    ;No;Irregular      ;Bajo (0 - 33%)      ;Sano    ;873474,12;1057325,34
2338;0101G31266973;101;Terron Colorado;1;266973;G31 ;Guamo rabo de mico, Guamo churimo;Inga edulis;Inga edulis (Guamo rabo de mico, Guamo churimo);Fabaceae;Arbol;Juvenil        ;N/A;Vegetacion Emergente;No;Parque Urbano                      ;0.34;0;0.07;0.07;0.18;0.24;2;3.8;1.8;5;0;Ninguna;N/A;Fuste Polifurcado;2;Subterranea    ;No;Aparasolada    ;Bajo (0 - 33%)      ;Sano    ;873474,26;1057326,52
2339;0101G31266974;101;Terron Colorado;1;266974;G31 ;Palma real de Cuba;Roystonea regia;Roystonea regia (Palma real de Cuba);Arecaceae;Palma;Maduro         ;N/A;Vegetacion Emergente;No;Parque Urbano                      ;1.95;1.42;0.45;0.45;0;0;7;10;3;7;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Aparasolada    ;Medio (34 - 66%)    ;Sano    ;873474,95;1057323,28
2340;0101G31266975;101;Terron Colorado;1;266975;G31 ;Palma real de Cuba;Roystonea regia;Roystonea regia (Palma real de Cuba);Arecaceae;Palma;Maduro         ;N/A;Vegetacion Emergente;No;Parque Urbano                      ;1.39;1.08;0.34;0.34;0;0;7;9;2;5;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Aparasolada    ;Medio (34 - 66%)    ;Sano    ;873476,94;1057319,15
2341;0101G31266976;101;Terron Colorado;1;266976;G31 ;Floramarillo, Velero, Vainillo;Senna spectabilis;Senna spectabilis (Floramarillo, Velero, Vainillo);Caesalpiniaceae;Arbol;Juvenil        ;N/A;Vegetacion Emergente;No;Parque Urbano                      ;1.06;0;0.04;0.04;0.1;0.18;2;4.2;2.2;4;0;Ninguna;N/A;Fuste Polifurcado;5;Subterranea    ;No;Irregular      ;Bajo (0 - 33%)      ;Sano    ;873475,15;1057319,98
2342;0101G31266977;101;Terron Colorado;1;266977;G31 ;Tulipan africano;Spathodea campanulata;Spathodea campanulata (Tulipan africano);Bignoniaceae;Arbol;Juvenil        ;N/A;Vegetacion Emergente;No;Parque Urbano                      ;0.15;0.13;0.04;0.04;0;0;1.5;2.1;0.6;1.8;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Globosa        ;Bajo (0 - 33%)      ;Sano    ;873476,37;1057317,64
2343;0101G31266978;101;Terron Colorado;1;266978;G31 ;Limon pajarito;Citrus aurantifolia;Citrus aurantifolia (Limon pajarito);Rutaceae;Arbusto;Maduro         ;N/A;Vegetacion Emergente;No;Parque Urbano                      ;0.22;0;0.03;0.03;0.06;0.15;1;2.1;1.1;2;0;Ninguna;N/A;Fuste Polifurcado;3;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Sano    ;873477,25;1057316,12
2344;0101G31266979;101;Terron Colorado;1;266979;G31 ;Guayabo Coronilla, Guayaba agria;Psidium friedrichsthalianum;Psidium friedrichsthalianum (Guayabo Coronilla, Guayaba agria);Myrtaceae;Arbusto;Maduro         ;N/A;Vegetacion Emergente;No;Parque Urbano                      ;0.39;0.25;0.08;0.08;0;0;2;3.5;1.5;5;30;Hacia la via;N/A;Fuste Unico;1;Subterranea    ;No;Aparasolada    ;Medio (34 - 66%)    ;Regular ;873482,08;1057314,71
2345;0101G31266980;101;Terron Colorado;1;266980;G31 ;Guacimo;Guazuma ulmifolia;Guazuma ulmifolia (Guacimo);Malvaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Parque Urbano                      ;1.09;0.98;0.31;0.31;0;0;5;10;5;8;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Globosa        ;Medio (34 - 66%)    ;Regular ;873482,31;1057309,05
2346;0101G31266981;101;Terron Colorado;1;266981;G31 ;Tulipan africano;Spathodea campanulata;Spathodea campanulata (Tulipan africano);Bignoniaceae;Arbol;Juvenil        ;N/A;Vegetacion Emergente;No;Parque Urbano                      ;0.3;0.15;0.05;0.05;0;0;1.7;3.5;1.8;3;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Sano    ;873483,12;1057307,87
2347;0101G31266982;101;Terron Colorado;1;266982;G31 ;Tulipan africano;Spathodea campanulata;Spathodea campanulata (Tulipan africano);Bignoniaceae;Arbol;Juvenil        ;N/A;Vegetacion Emergente;No;Parque Urbano                      ;0.4;0.21;0.07;0.07;0;0;2.5;4.5;2;3.2;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Sano    ;873482,6;1057305,17
2348;0101G31266983;101;Terron Colorado;1;266983;G31 ;Cojon de cabrito, Pepa de cabra, Cajeto, Enebro;Cascabela thevetia;Cascabela thevetia (Cojon de cabrito, Pepa de cabra, Cajeto, Enebro);Apocynaceae;Arbusto;Maduro         ;N/A;Vegetacion Emergente;No;Parque Urbano                      ;0.73;0.53;0.17;0.17;0;0;4;4.8;0.8;5;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Globosa        ;Medio (34 - 66%)    ;Regular ;873473,83;1057298,05
2349;0101G31266984;101;Terron Colorado;1;266984;G31 ;Cojon de cabrito, Pepa de cabra, Cajeto, Enebro;Cascabela thevetia;Cascabela thevetia (Cojon de cabrito, Pepa de cabra, Cajeto, Enebro);Apocynaceae;Arbusto;Maduro         ;N/A;Cesped              ;No;Anden                              ;0.56;0;0.05;0.05;0.16;0.18;1.8;3.1;1.3;3.5;0;Ninguna;N/A;Fuste Polifurcado;2;Subterranea    ;No;Globosa        ;Medio (34 - 66%)    ;Sano    ;873472,21;1057299,93
2350;0101G31266985;101;Terron Colorado;1;266985;G31 ;Aguacate;Persea americana;Persea americana (Aguacate);Lauraceae;Arbol;Maduro         ;N/A;Cesped              ;No;Anden                              ;0.81;0.72;0.23;0.23;0;0;6;9;3;6;15;Otro;N/A;Fuste Unico;1;Subterranea    ;No;Globosa        ;Medio (34 - 66%)    ;Regular ;873471,02;1057305,53
2351;0101G31266986;101;Terron Colorado;1;266986;G31 ;Garvanzo, Duranta;Duranta erecta;Duranta erecta (Garvanzo, Duranta);Verbenaceae;Arbusto;Maduro         ;N/A;Cesped              ;No;Anden                              ;0.83;0;0.04;0.04;0.1;0.17;1.4;2.8;1.4;3.5;0;Ninguna;N/A;Fuste Polifurcado;3;Subterranea    ;No;Globosa        ;Alto (67 - 100%)    ;Sano    ;873476,09;1057306,82
2352;0101G31266987;101;Terron Colorado;1;266987;G31 ;Palma areca;Dypsis lutescens;Dypsis lutescens (Palma areca);Arecaceae;Palma;Maduro         ;N/A;Cesped              ;No;Anden                              ;1.87;0;0.06;0.06;0.12;0.23;1.6;3.8;2.2;4;0;Ninguna;N/A;Fuste Polifurcado;9;Subterranea    ;No;Aparasolada    ;Medio (34 - 66%)    ;Sano    ;873477,01;1057309,08
2353;0101G31266988;101;Terron Colorado;1;266988;G31 ;Tulipan africano;Spathodea campanulata;Spathodea campanulata (Tulipan africano);Bignoniaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Anden                              ;0.37;0.2;0.06;0.06;0;0;2.5;5;2.5;7;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Sano    ;873474,69;1057312,02
2354;0101G31266989;101;Terron Colorado;1;266989;G31 ;Palma areca;Dypsis lutescens;Dypsis lutescens (Palma areca);Arecaceae;Palma;Maduro         ;N/A;Cesped              ;No;Anden                              ;1.34;0;0.06;0.06;0.15;0.23;1;3;2;4;0;Ninguna;N/A;Fuste Polifurcado;6;Subterranea    ;No;Irregular      ;Bajo (0 - 33%)      ;Sano    ;873476,19;1057312,61
2355;0101G31266990;101;Terron Colorado;1;266990;G31 ;Francesina;Brunfelsia uniflora;Brunfelsia uniflora (Francesina);Solanaceae;Arbusto;Maduro         ;N/A;Cesped              ;No;Anden                              ;0.87;0;0.05;0.05;0.13;0.17;1;2.3;1.3;2;0;Ninguna;N/A;Fuste Polifurcado;7;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;873441,85;1057313,08
2356;0101G31266991;101;Terron Colorado;1;266991;G31 ;Aguacate;Persea americana;Persea americana (Aguacate);Lauraceae;Arbol;Maduro         ;N/A;Cesped              ;No;Anden                              ;0.29;0.24;0.08;0.08;0;0;2;4.1;2.1;5;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Globosa        ;Medio (34 - 66%)    ;Regular ;873442,2;1057313,94
2357;0101G31266992;101;Terron Colorado;1;266992;G31 ;Guanabano;Annona muricata;Annona muricata (Guanabano);Annonaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Anden                              ;1.37;0;0.19;0.19;0.57;0.6;3.2;5;1.8;4;0;Ninguna;N/A;Fuste Polifurcado;2;Subterranea    ;Si;Irregular      ;Medio (34 - 66%)    ;Regular ;873446,38;1057313,9
2358;0101G31266993;101;Terron Colorado;1;266993;G31 ;Limon;Citrus lemon;Citrus lemon (Limon);Rutaceae;Arbusto;Maduro         ;N/A;Cesped              ;No;Anden                              ;0.38;0;0.04;0.04;0.1;0.12;0.5;2.3;1.8;1.8;0;Ninguna;N/A;Fuste Polifurcado;4;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Sano    ;873449,12;1057315,09
2359;0101G31266994;101;Terron Colorado;1;266994;G31 ;Limon;Citrus lemon;Citrus lemon (Limon);Rutaceae;Arbusto;Maduro         ;N/A;Cesped              ;No;Anden                              ;0.47;0;0.03;0.03;0.06;0.11;0.8;2.5;1.7;2.2;0;Ninguna;N/A;Fuste Polifurcado;4;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Sano    ;873447,95;1057313,16
2360;0101G31266995;101;Terron Colorado;1;266995;G31 ;Aguacate;Persea americana;Persea americana (Aguacate);Lauraceae;Arbol;Maduro         ;N/A;Cesped              ;No;Anden                              ;1.06;0;0.11;0.11;0.33;0.35;4;6.2;2.2;7;0;Ninguna;N/A;Fuste Polifurcado;3;Subterranea    ;No;Globosa        ;Medio (34 - 66%)    ;Regular ;873448,33;1057313,86
2361;0101G31266996;101;Terron Colorado;1;266996;G31 ;Aguacate;Persea americana;Persea americana (Aguacate);Lauraceae;Arbol;Maduro         ;N/A;Cesped              ;No;Anden                              ;0.37;0.31;0.1;0.1;0;0;3.5;6;2.5;7;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Globosa        ;Medio (34 - 66%)    ;Regular ;873451,44;1057314,82
2362;0101G31266997;101;Terron Colorado;1;266997;G31 ;Carbonero;Calliandra pittieri;Calliandra pittieri (Carbonero);Fabaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Anden                              ;0.3;0;0.04;0.04;0.1;0.14;1.6;2.5;0.9;3.5;0;Ninguna;N/A;Fuste Polifurcado;3;Subterranea    ;No;Aparasolada    ;Medio (34 - 66%)    ;Regular ;873449,9;1057312,1
2363;0101G31266998;101;Terron Colorado;1;266998;G31 ;Aguacate;Persea americana;Persea americana (Aguacate);Lauraceae;Arbol;Juvenil        ;N/A;Cesped              ;No;Anden                              ;0.31;0;0.06;0.06;0.18;0.2;3;5.2;2.2;5;0;Ninguna;N/A;Fuste Polifurcado;2;Subterranea    ;No;Globosa        ;Medio (34 - 66%)    ;Regular ;873448,79;1057312,57
2364;0101G31266999;101;Terron Colorado;1;266999;G31 ;Aguacate;Persea americana;Persea americana (Aguacate);Lauraceae;Arbol;Maduro         ;N/A;Cesped              ;No;Anden                              ;0.65;0.55;0.18;0.18;0;0;3;7;4;8;20;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Globosa        ;Medio (34 - 66%)    ;Regular ;873456,48;1057309,62
2365;0101G31267000;101;Terron Colorado;1;267000;G31 ;Aguacate;Persea americana;Persea americana (Aguacate);Lauraceae;Arbol;Maduro         ;N/A;Cesped              ;No;Anden                              ;0.48;0.45;0.14;0.14;0;0;6;9;3;5;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Globosa        ;Medio (34 - 66%)    ;Regular ;873458,08;1057311,37
2366;0101G31267001;101;Terron Colorado;1;267001;G31 ;Aguacate;Persea americana;Persea americana (Aguacate);Lauraceae;Arbol;Juvenil        ;N/A;Cesped              ;No;Anden                              ;0.1;0.08;0.03;0.03;0;0;1.7;2.3;0.6;2;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Irregular      ;Bajo (0 - 33%)      ;Sano    ;873454,87;1057312,97
2367;0101G31267002;101;Terron Colorado;1;267002;G31 ;Jazmin de noche, Caballero de la noche;Cestrum nocturnum;Cestrum nocturnum (Jazmin de noche, Caballero de la noche);Solanaceae;Arbusto;Maduro         ;N/A;Cesped              ;No;Anden                              ;0.3;0;0.04;0.04;0.1;0.17;1.2;2;0.8;2.3;0;Ninguna;N/A;Fuste Polifurcado;2;Subterranea    ;No;Irregular      ;Bajo (0 - 33%)      ;Sano    ;873448,45;1057310,12
2368;0101G31267003;101;Terron Colorado;1;267003;G31 ;Garvanzo, Duranta;Duranta erecta;Duranta erecta (Garvanzo, Duranta);Verbenaceae;Arbusto;Maduro         ;N/A;Cesped              ;No;Anden                              ;0.48;0;0.03;0.03;0.06;0.15;0.5;1.8;1.3;1.2;0;Ninguna;N/A;Fuste Polifurcado;3;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;873451,71;1057307,98
2369;0101G31267004;101;Terron Colorado;1;267004;G31 ;Limon;Citrus lemon;Citrus lemon (Limon);Rutaceae;Arbusto;Juvenil        ;N/A;Cesped              ;No;Anden                              ;0.12;0;0.02;0.02;0.05;0.1;1.6;3.5;1.9;2;0;Ninguna;N/A;Fuste Polifurcado;2;Subterranea    ;No;Irregular      ;Bajo (0 - 33%)      ;Sano    ;873454,39;1057312,26
2370;0101G31267005;101;Terron Colorado;1;267005;G31 ;Dracaena roja;Dracaena fragrans;Dracaena fragrans (Dracaena roja);Asparagaceae;Planta arbustiva;Maduro         ;N/A;Cesped              ;No;Anden                              ;0.89;0;0.05;0.05;0.12;0.2;0.3;2.1;1.8;2;0;Ninguna;N/A;Fuste Polifurcado;4;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Sano    ;873468,07;1057300,67
2371;0101G31267006;101;Terron Colorado;1;267006;G31 ;Carbonero;Calliandra pittieri;Calliandra pittieri (Carbonero);Fabaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Anden                              ;0.32;0;0.04;0.04;0.12;0.15;1.5;3.6;2.1;4;0;Ninguna;N/A;Fuste Polifurcado;2;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;873541,1;1057576,22
2372;0101G31267007;101;Terron Colorado;1;267007;G31 ;Limon swinglea, Swinglea;Swinglea glutinosa;Swinglea glutinosa (Limon swinglea, Swinglea);Rutaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Anden                              ;0.26;0;0.05;0.05;0.12;0.22;0.6;3.5;2.9;3;0;Ninguna;N/A;Fuste Polifurcado;2;Subterranea    ;No;Globosa        ;Medio (34 - 66%)    ;Regular ;873540,86;1057576,29
2373;0101G31267008;101;Terron Colorado;1;267008;G31 ;Leucaena;Leucaena leucocephala;Leucaena leucocephala (Leucaena);Fabaceae;Arbol;Juvenil        ;N/A;Cesped              ;No;Anden                              ;0.25;0.22;0.07;0.07;0;0;3.5;5;1.5;3;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Irregular      ;Bajo (0 - 33%)      ;Sano    ;873539,84;1057576,38
2374;0101G31267009;101;Terron Colorado;1;267009;G31 ;Limon swinglea, Swinglea;Swinglea glutinosa;Swinglea glutinosa (Limon swinglea, Swinglea);Rutaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Anden                              ;0.56;0;0.06;0.06;0.12;0.25;1.5;3.5;2;3;0;Ninguna;N/A;Fuste Polifurcado;6;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;873534,6;1057577,38
2375;0101G31267010;101;Terron Colorado;1;267010;G31 ;Limon swinglea, Swinglea;Swinglea glutinosa;Swinglea glutinosa (Limon swinglea, Swinglea);Rutaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Anden                              ;0.6;0;0.06;0.06;0.15;0.23;0.5;3.5;3;3;0;Ninguna;N/A;Fuste Polifurcado;3;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;873534,17;1057578,43
2376;0101G31267011;101;Terron Colorado;1;267011;G31 ;Limon swinglea, Swinglea;Swinglea glutinosa;Swinglea glutinosa (Limon swinglea, Swinglea);Rutaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Anden                              ;0.75;0;0.06;0.06;0.15;0.22;0.5;3.5;3;3;0;Ninguna;N/A;Fuste Polifurcado;5;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;873533,09;1057578,16
2377;0101G31267012;101;Terron Colorado;1;267012;G31 ;Chiminango;Pithecellobium dulce;Pithecellobium dulce (Chiminango);Fabaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Bahia de estacionami               ;1.8;0.62;0.2;0.2;0;0;6;9;3;12;20;Otro;parqueadero;Fuste Unico;1;Subterranea    ;Si;Aparasolada    ;Medio (34 - 66%)    ;Regular ;873499,49;1057571,62
2378;0101G31267013;101;Terron Colorado;1;267013;G31 ;Guacimo;Guazuma ulmifolia;Guazuma ulmifolia (Guacimo);Malvaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Bahia de estacionami               ;1.37;0;0.11;0.11;0.22;0.45;6;10;4;6;0;Ninguna;N/A;Fuste Polifurcado;6;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Sano    ;873482,35;1057529,27
2379;0101G31267014;101;Terron Colorado;1;267014;G31 ;Balso, Balsa, Balso negro, Balso tambor;Ochroma pyramidale;Ochroma pyramidale (Balso, Balsa, Balso negro, Balso tambor);Bombacaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Bahia de estacionami               ;1.67;1.34;0.43;0.43;0;0;7;9;2;13;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Aparasolada    ;Medio (34 - 66%)    ;Regular ;873443,76;1057569,51
2380;0101G31267015;101;Terron Colorado;1;267015;G31 ;Leucaena;Leucaena leucocephala;Leucaena leucocephala (Leucaena);Fabaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Bahia de estacionami               ;2.3;0;0.21;0.21;0.56;0.75;5;10;5;8;0;Ninguna;N/A;Fuste Polifurcado;2;Subterranea    ;Si;Aparasolada    ;Medio (34 - 66%)    ;Regular ;873434,16;1057611,4
2381;0101G31267016;101;Terron Colorado;1;267016;G31 ;Leucaena;Leucaena leucocephala;Leucaena leucocephala (Leucaena);Fabaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Bahia de estacionami               ;0.88;0.67;0.21;0.21;0;0;5;8;3;9;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;873436,05;1057614,63
2382;0101G31267017;101;Terron Colorado;1;267017;G31 ;Leucaena;Leucaena leucocephala;Leucaena leucocephala (Leucaena);Fabaceae;Arbol;Juvenil        ;N/A;Cesped              ;No;Bahia de estacionami               ;2.1;0;0.06;0.06;0.15;0.23;1;4;3;4;0;Ninguna;N/A;Fuste Polifurcado;7;Subterranea    ;No;Irregular      ;Bajo (0 - 33%)      ;Sano    ;873425,42;1057593,7
2383;0101G31267018;101;Terron Colorado;1;267018;G31 ;Leucaena;Leucaena leucocephala;Leucaena leucocephala (Leucaena);Fabaceae;Arbol;Juvenil        ;N/A;Cesped              ;No;Anden                              ;0.16;0.13;0.04;0.04;0;0;2;3.6;1.6;1.5;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Irregular      ;Bajo (0 - 33%)      ;Regular ;873445,43;1057619,08
2384;0101G31267019;101;Terron Colorado;1;267019;G31 ;Guacimo;Guazuma ulmifolia;Guazuma ulmifolia (Guacimo);Malvaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Anden                              ;0.28;0.22;0.07;0.07;0;0;2;4;2;1.8;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Irregular      ;Bajo (0 - 33%)      ;Sano    ;873444,18;1057620,79
2385;0101G31267020;101;Terron Colorado;1;267020;G31 ;Casco de vaca blanco;Bauhinia variegata;Bauhinia variegata (Casco de vaca blanco);Fabaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Anden                              ;1.28;0;0.22;0.22;0.63;0.74;1.8;6;4.2;9;0;Ninguna;N/A;Fuste Polifurcado;3;Subterranea    ;No;Irregular      ;Bajo (0 - 33%)      ;Regular ;873433,87;1057628,14
2386;0101G32267047;101;Terron Colorado;1;267047;G32 ;Arrayan cerezo;Myrcia selloi;Myrcia selloi (Arrayan cerezo);Myrtaceae;Arbusto;Maduro         ;N/A;Piso duro           ;Si;Anden                              ;0.28;0;0.04;0.04;0.1;0.14;1.1;2.2;1.1;2.5;0;Ninguna;N/A;Fuste Polifurcado;3;Subterranea    ;No;Irregular      ;Bajo (0 - 33%)      ;Regular ;873702,19;1057578,38
2387;0101G32267048;101;Terron Colorado;1;267048;G32 ;Limon swinglea, Swinglea;Swinglea glutinosa;Swinglea glutinosa (Limon swinglea, Swinglea);Rutaceae;Arbol;Maduro         ;N/A;Piso duro           ;No;Anden                              ;0.71;0.89;0.28;0.28;0;0;0.4;3.5;3.1;2.5;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Columnar       ;Alto (67 - 100%)    ;Sano    ;873765,19;1057507,89
2388;0101G32267049;101;Terron Colorado;1;267049;G32 ;Guayacan rosado;Tabebuia rosea;Tabebuia rosea (Guayacan rosado);Bignoniaceae;Arbol;Maduro         ;N/A;Piso duro           ;No;Anden                              ;1.25;1.03;0.33;0.33;0;0;3.5;7.6;4.1;5.2;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;873796,18;1057406,15
2389;0101G32267050;101;Terron Colorado;1;267050;G32 ;Palma areca;Dypsis lutescens;Dypsis lutescens (Palma areca);Arecaceae;Palma;Maduro         ;N/A;Piso duro           ;No;Anden                              ;1.3;0;0.06;0.06;0.12;0.23;1.6;3.3;1.7;3.1;0;Ninguna;N/A;Fuste Polifurcado;9;Subterranea    ;No;Aparasolada    ;Bajo (0 - 33%)      ;Regular ;873795,55;1057405,52
2390;0101G32267051;101;Terron Colorado;1;267051;G32 ;Palma areca;Dypsis lutescens;Dypsis lutescens (Palma areca);Arecaceae;Palma;Maduro         ;N/A;Jardin              ;No;Anden                              ;0.85;0;0.05;0.05;0.14;0.17;0.8;1.8;1;1.7;0;Ninguna;N/A;Fuste Polifurcado;3;Subterranea    ;No;Aparasolada    ;Bajo (0 - 33%)      ;Regular ;873718,83;1057257,45
2391;0101G32267052;101;Terron Colorado;1;267052;G32 ;Palma areca;Dypsis lutescens;Dypsis lutescens (Palma areca);Arecaceae;Palma;Maduro         ;N/A;Piso duro           ;No;Anden                              ;0.89;0;0.07;0.07;0.19;0.25;1.6;2.5;0.9;3;0;Ninguna;N/A;Fuste Polifurcado;3;Subterranea    ;No;Aparasolada    ;Bajo (0 - 33%)      ;Regular ;873714,75;1057248,78
2392;0101G32267053;101;Terron Colorado;1;267053;G32 ;Araucaria;Araucaria excelsa;Araucaria excelsa (Araucaria);Araucariaceae;Arbol;Maduro         ;N/A;Piso duro           ;Si;Anden                              ;0.9;0.74;0.24;0.24;0;0;2.1;7;4.9;3.8;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Conica         ;Medio (34 - 66%)    ;Regular ;873692,32;1057304,87
2393;0101G32267054;101;Terron Colorado;1;267054;G32 ;Leucaena;Leucaena leucocephala;Leucaena leucocephala (Leucaena);Fabaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Anden                              ;1.38;0.86;0.27;0.27;0;0;3.9;8;4.1;7.9;30;Hacia la casa;N/A;Fuste Unico;1;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;873732,95;1057393,74
